GeneName,p-value
RNU6-393P,0.1777568204243813
RNU6-394P,0.1777568204243813
LINC02203,0.1777568204243813
RNU6-396P,0.1777568204243813
RNU6-397P,0.1777568204243813
RNU6-398P,0.1777568204243813
PLXNA4-AS1,0.1777568204243813
LINC00397,0.1777568204243813
PLSCR5-AS1,0.1777568204243813
CECR9,0.1777568204243813
LINC02195,0.1777568204243813
CEBPE,0.1777568204243813
LINC02194,0.1777568204243813
CEACAM18,0.1777568204243813
CDY2B,0.1777568204243813
CDY2A,0.1777568204243813
CDY1B,0.1777568204243813
RNU6-400P,0.1777568204243813
CDX4,0.1777568204243813
RNU6-420P,0.1777568204243813
TRBV12-5,0.1777568204243813
RNU6-358P,0.1777568204243813
TRAJ34,0.1777568204243813
LINC00290,0.1777568204243813
TRAJ35,0.1777568204243813
TRAJ36,0.1777568204243813
LINC02305,0.1777568204243813
LINC02304,0.1777568204243813
RNU6-320P,0.1777568204243813
TRAJ40,0.1777568204243813
CNGA2,0.1777568204243813
TRAJ41,0.1777568204243813
RNU6-324P,0.1777568204243813
POM121L12,0.1777568204243813
TRAJ47,0.1777568204243813
TRAJ33,0.1777568204243813
TRAJ50,0.1777568204243813
TRAJ54,0.1777568204243813
MT4,0.1777568204243813
RNU6-325P,0.1777568204243813
RNU6-326P,0.1777568204243813
TRAJ57,0.1777568204243813
TRAJ58,0.1777568204243813
TRAJ59,0.1777568204243813
TRAJ61,0.1777568204243813
TRAJ9,0.1777568204243813
LINC02294,0.1777568204243813
LINC02293,0.1777568204243813
LINC02292,0.1777568204243813
LINC02291,0.1777568204243813
TRAJ52,0.1777568204243813
TRAJ32,0.1777568204243813
LINC02307,0.1777568204243813
TRAJ31,0.1777568204243813
POU2F3-AS1,0.1777568204243813
RNU6-289P,0.1777568204243813
LINC02339,0.1777568204243813
LINC00226,0.1777568204243813
LINC02336,0.1777568204243813
LINC02335,0.1777568204243813
RNU6-294P,0.1777568204243813
RNU6-295P,0.1777568204243813
POTEM,0.1777568204243813
LINC00251,0.1777568204243813
RNU6-300P,0.1777568204243813
CNTNAP5-DT,0.1777568204243813
RNU6-303P,0.1777568204243813
TRAJ12,0.1777568204243813
CNTN4-AS2,0.1777568204243813
RNU6-309P,0.1777568204243813
CNTN4-AS1,0.1777568204243813
LINC02317,0.1777568204243813
TRAJ18,0.1777568204243813
TRAJ19,0.1777568204243813
TRAJ24,0.1777568204243813
TRAJ25,0.1777568204243813
TRAJ26,0.1777568204243813
TRAJ27,0.1777568204243813
LINC02314,0.1777568204243813
RNU6-311P,0.1777568204243813
TRAJ3,0.1777568204243813
LINC02312,0.1777568204243813
RNU6-318P,0.1777568204243813
CLPSL2,0.1777568204243813
RNU6-327P,0.1777568204243813
RNU6-328P,0.1777568204243813
RNU6-329P,0.1777568204243813
TRAV5,0.1777568204243813
TRAV6,0.1777568204243813
TRAV7,0.1777568204243813
TRAV8-1,0.1777568204243813
TRAV8-2,0.1777568204243813
TRAV8-3,0.1777568204243813
RNU6-345P,0.1777568204243813
CLDN22,0.1777568204243813
TRAV8-4,0.1777568204243813
TRAV8-7,0.1777568204243813
CLDN17,0.1777568204243813
TRAV9-1,0.1777568204243813
RNU6-347P,0.1777568204243813
RNU6-348P,0.1777568204243813
RNU6-349P,0.1777568204243813
RNU6-34P,0.1777568204243813
TRBD1,0.1777568204243813
TRBJ1-1,0.1777568204243813
TRBJ1-2,0.1777568204243813
TRBJ1-3,0.1777568204243813
LINC00354,0.1777568204243813
TRBJ1-4,0.1777568204243813
RNU6-351P,0.1777568204243813
RNU6-352P,0.1777568204243813
TRBJ1-5,0.1777568204243813
TRBJ1-6,0.1777568204243813
RNU6-356P,0.1777568204243813
TRBV10-1,0.1777568204243813
TRBV10-2,0.1777568204243813
TRAV40,0.1777568204243813
TRBV11-2,0.1777568204243813
CLDN8,0.1777568204243813
TRAV38-1,0.1777568204243813
RNU6-330P,0.1777568204243813
LINC00305,0.1777568204243813
TRAV1-1,0.1777568204243813
TRAV1-2,0.1777568204243813
TRAV10,0.1777568204243813
TRAV12-1,0.1777568204243813
TRAV12-2,0.1777568204243813
TRAV12-3,0.1777568204243813
RNU6-332P,0.1777568204243813
TRAV13-1,0.1777568204243813
TRAV13-2,0.1777568204243813
TRAV14DV4,0.1777568204243813
TRAV16,0.1777568204243813
LINC02283,0.1777568204243813
LINC00326,0.1777568204243813
TRAV17,0.1777568204243813
TRAV19,0.1777568204243813
RNU6-334P,0.1777568204243813
RNU6-337P,0.1777568204243813
TRAV2,0.1777568204243813
TRAV21,0.1777568204243813
TRAV22,0.1777568204243813
TRAV24,0.1777568204243813
TRAV26-1,0.1777568204243813
LINC02277,0.1777568204243813
TRAV3,0.1777568204243813
TRAV34,0.1777568204243813
LINC00331,0.1777568204243813
RNU6-340P,0.1777568204243813
TRAV4,0.1777568204243813
TTTY12,0.1777568204243813
LINC02151,0.1777568204243813
TTTY17C,0.1777568204243813
LINC01942,0.1777568204243813
LINC01941,0.1777568204243813
RNU7-99P,0.1777568204243813
UTF1,0.1777568204243813
LINC00572,0.1777568204243813
LINC01937,0.1777568204243813
RNU7-94P,0.1777568204243813
RNU7-93P,0.1777568204243813
C20orf181,0.1777568204243813
LINC00583,0.1777568204243813
RNU6-572P,0.1777568204243813
C1orf232,0.1777568204243813
RNU6-573P,0.1777568204243813
C3orf85,0.1777568204243813
LINC01928,0.1777568204243813
LINC01925,0.1777568204243813
RNU6-575P,0.1777568204243813
C1QB,0.1777568204243813
RNU7-87P,0.1777568204243813
NKX1-1,0.1777568204243813
RNU6-576P,0.1777568204243813
NKX2-1,0.1777568204243813
RNU6-578P,0.1777568204243813
NKX2-2-AS1,0.1777568204243813
VCX2,0.1777568204243813
VCY1B,0.1777568204243813
RNU6-579P,0.1777568204243813
RNU7-82P,0.1777568204243813
LINC01927,0.1777568204243813
RNU6-567P,0.1777568204243813
PIK3R5-DT,0.1777568204243813
RNU6-566P,0.1777568204243813
PISRT1,0.1777568204243813
LINC01987,0.1777568204243813
LINC01986,0.1777568204243813
USH2A-AS1,0.1777568204243813
LINC00529,0.1777568204243813
LINC00533,0.1777568204243813
USH2A-AS2,0.1777568204243813
RNU6-551P,0.1777568204243813
RNU6-552P,0.1777568204243813
C8orf90,0.1777568204243813
LINC01976,0.1777568204243813
LINC01975,0.1777568204243813
RNY1P14,0.1777568204243813
RNU6-555P,0.1777568204243813
RNU6-558P,0.1777568204243813
LINC01966,0.1777568204243813
RNU6-559P,0.1777568204243813
C7orf33,0.1777568204243813
USP17L22,0.1777568204243813
USP17L5,0.1777568204243813
RNU6-55P,0.1777568204243813
RNU6-560P,0.1777568204243813
RNU6-561P,0.1777568204243813
RNU6-562P,0.1777568204243813
LINC01958,0.1777568204243813
LINC01957,0.1777568204243813
RNVU1-33,0.1777568204243813
RNU6-563P,0.1777568204243813
RNVU1-17,0.1777568204243813
RNU6-581P,0.1777568204243813
C12orf42-AS1,0.1777568204243813
RNU6-586P,0.1777568204243813
RNU6-587P,0.1777568204243813
RNU6-609P,0.1777568204243813
RNU6-612P,0.1777568204243813
RNU6-613P,0.1777568204243813
RNU6-614P,0.1777568204243813
RNU6-615P,0.1777568204243813
LINC01853,0.1777568204243813
LINC01851,0.1777568204243813
RNU7-66P,0.1777568204243813
RNU6-619P,0.1777568204243813
RNU7-65P,0.1777568204243813
RNU6-61P,0.1777568204243813
RNU6-620P,0.1777568204243813
NOVA1-DT,0.1777568204243813
RNU6-622P,0.1777568204243813
BMF-AS1,0.1777568204243813
LINC01839,0.1777568204243813
LINC01838,0.1777568204243813
RNU7-60P,0.1777568204243813
LINC01834,0.1777568204243813
RNU6-624P,0.1777568204243813
LINC01831,0.1777568204243813
RNU6-625P,0.1777568204243813
LINC01826,0.1777568204243813
BIRC8,0.1777568204243813
RNU6-627P,0.1777568204243813
RNU6-629P,0.1777568204243813
RNU6-630P,0.1777568204243813
LINC00676,0.1777568204243813
RNU7-52P,0.1777568204243813
BPIFB3,0.1777568204243813
RNU6-546P,0.1777568204243813
BPY2,0.1777568204243813
RNU6-607P,0.1777568204243813
RNU6-590P,0.1777568204243813
RNU6-591P,0.1777568204243813
LINC01899,0.1777568204243813
LINC01898,0.1777568204243813
LINC00613,0.1777568204243813
LINC01896,0.1777568204243813
RNU7-74P,0.1777568204243813
NMBR-AS1,0.1777568204243813
RNU7-6P,0.1777568204243813
RNU6-599P,0.1777568204243813
LINC01884,0.1777568204243813
LINC00644,0.1777568204243813
BSX,0.1777568204243813
RNU6-600P,0.1777568204243813
LINC01875,0.1777568204243813
LINC01874,0.1777568204243813
RNU6-602P,0.1777568204243813
LINC00645,0.1777568204243813
RNU6-603P,0.1777568204243813
RNU6-604P,0.1777568204243813
PHOX2B,0.1777568204243813
VSTM1,0.1777568204243813
VSTM2A-OT1,0.1777568204243813
RNU7-69P,0.1777568204243813
BRINP3-DT,0.1777568204243813
LINC01867,0.1777568204243813
RNU7-68P,0.1777568204243813
VTRNA3-1P,0.1777568204243813
NOL4L-DT,0.1777568204243813
VWC2L-IT1,0.1777568204243813
CABS1,0.1777568204243813
RNU6-545P,0.1777568204243813
RNU6-544P,0.1777568204243813
LINC02118,0.1777568204243813
RNU6-456P,0.1777568204243813
LINC02116,0.1777568204243813
LINC02114,0.1777568204243813
LINC02113,0.1777568204243813
CCL4,0.1777568204243813
CCL23,0.1777568204243813
CCL18,0.1777568204243813
CCL15-CCL14,0.1777568204243813
LINC02106,0.1777568204243813
RNY4P20,0.1777568204243813
LINC02103,0.1777568204243813
RNY4P18,0.1777568204243813
RNU6-461P,0.1777568204243813
RNU6-462P,0.1777568204243813
RNU6-464P,0.1777568204243813
NDFIP2-AS1,0.1777568204243813
LINC00469,0.1777568204243813
RNY4P16,0.1777568204243813
U3,0.1777568204243813
U7,0.1777568204243813
RNU6-467P,0.1777568204243813
RNY4P13,0.1777568204243813
LINC02092,0.1777568204243813
LINC02090,0.1777568204243813
RNU6-471P,0.1777568204243813
RNU6-472P,0.1777568204243813
RNU6-477P,0.1777568204243813
RNU6-478P,0.1777568204243813
NCF4-AS1,0.1777568204243813
RNU6-47P,0.1777568204243813
RNU6-455P,0.1777568204243813
RNY4P27,0.1777568204243813
TTTY19,0.1777568204243813
TTTY1B,0.1777568204243813
RNU6-426P,0.1777568204243813
RNU6-429P,0.1777568204243813
TTTY2B,0.1777568204243813
RNU6-430P,0.1777568204243813
TTTY5,0.1777568204243813
TTTY6,0.1777568204243813
TTTY7,0.1777568204243813
TTTY7B,0.1777568204243813
CD3D,0.1777568204243813
RNU6-435P,0.1777568204243813
CD300LB,0.1777568204243813
LINC00448,0.1777568204243813
RNU6-439P,0.1777568204243813
RNU6-441P,0.1777568204243813
RNU6-442P,0.1777568204243813
CD1B,0.1777568204243813
CD1A,0.1777568204243813
RNU6-445P,0.1777568204243813
LINC02134,0.1777568204243813
RNY4P30,0.1777568204243813
RNU6-449P,0.1777568204243813
RNU6-450P,0.1777568204243813
TUSC7,0.1777568204243813
RNY4P29,0.1777568204243813
RNY4P28,0.1777568204243813
RNU6-451P,0.1777568204243813
RNU6-452P,0.1777568204243813
RNY4P23,0.1777568204243813
RNU6-631P,0.1777568204243813
LINC02077,0.1777568204243813
LINC00474,0.1777568204243813
UGT1A9,0.1777568204243813
LINC00502,0.1777568204243813
RNU6-523P,0.1777568204243813
NELL1-AS1,0.1777568204243813
CAPSL-DT,0.1777568204243813
UGT2B17,0.1777568204243813
RNU6-525P,0.1777568204243813
RNU6-526P,0.1777568204243813
CAMTA1-AS3,0.1777568204243813
UMLILO,0.1777568204243813
RNU6-528P,0.1777568204243813
CALML5,0.1777568204243813
RNY3P10,0.1777568204243813
UNC93A,0.1777568204243813
UNCX,0.1777568204243813
NEUROD6,0.1777568204243813
NEUROG1,0.1777568204243813
NEUROG3,0.1777568204243813
LINC02013,0.1777568204243813
LINC02011,0.1777568204243813
CACNG2-DT,0.1777568204243813
RNU6-533P,0.1777568204243813
RNU6-535P,0.1777568204243813
RNY1P7,0.1777568204243813
RNY1P6,0.1777568204243813
RNY1P3,0.1777568204243813
RNU6-543P,0.1777568204243813
LINC01992,0.1777568204243813
URAD,0.1777568204243813
RNY3P15,0.1777568204243813
UBE2I-AS1,0.1777568204243813
LINC00498,0.1777568204243813
CARTPT,0.1777568204243813
RNU6-486P,0.1777568204243813
LINC02070,0.1777568204243813
RNU6-487P,0.1777568204243813
RNU6-488P,0.1777568204243813
RNU6-491P,0.1777568204243813
RNU6-493P,0.1777568204243813
LINC02063,0.1777568204243813
CBLN4,0.1777568204243813
LINC02061,0.1777568204243813
RNU6-494P,0.1777568204243813
RNU6-499P,0.1777568204243813
RNU6-500P,0.1777568204243813
LINC02053,0.1777568204243813
RNU6-502P,0.1777568204243813
NEBL-AS1,0.1777568204243813
RNU6-503P,0.1777568204243813
RNY3P7,0.1777568204243813
RNU6-505P,0.1777568204243813
RNU6-506P,0.1777568204243813
RNU6-507P,0.1777568204243813
RNY3P3,0.1777568204243813
RNU6-508P,0.1777568204243813
LINC00489,0.1777568204243813
LINC02038,0.1777568204243813
UCMA,0.1777568204243813
RNU6-511P,0.1777568204243813
RNY3P2,0.1777568204243813
CASC22,0.1777568204243813
RNU6-512P,0.1777568204243813
RNU6-514P,0.1777568204243813
MIR4763,0.1777568204243813
DSCR4-IT1,0.1777568204243813
RNU6-1214P,0.1777568204243813
MAGEA6,0.1777568204243813
LOC105370804,0.1777568204243813
RNU1-32P,0.1777568204243813
MAGEB1,0.1777568204243813
MAGEB16,0.1777568204243813
MAGEB18,0.1777568204243813
MAGEB2,0.1777568204243813
RNU1-38P,0.1777568204243813
MAGEB4,0.1777568204243813
MAGEB5,0.1777568204243813
MAGEB6,0.1777568204243813
SNORA81,0.1777568204243813
RNU1-40P,0.1777568204243813
LOC105370654,0.1777568204243813
MAGEA4-AS1,0.1777568204243813
SNORD102,0.1777568204243813
RNU1-43P,0.1777568204243813
GPR6,0.1777568204243813
RNU1-44P,0.1777568204243813
GPR50-AS1,0.1777568204243813
GPR42,0.1777568204243813
SNORD107,0.1777568204243813
SNORD108,0.1777568204243813
SNORD110,0.1777568204243813
RNU1-45P,0.1777568204243813
GPR33,0.1777568204243813
LOC105370455,0.1777568204243813
SNORD111B,0.1777568204243813
LOC105370409,0.1777568204243813
SNORD113-5,0.1777568204243813
RNU1-42P,0.1777568204243813
GPR25,0.1777568204243813
LOC105370829,0.1777568204243813
SNORA78,0.1777568204243813
SNORA35,0.1777568204243813
RNU1-140P,0.1777568204243813
GRXCR1,0.1777568204243813
SNORA3C,0.1777568204243813
RNU1-141P,0.1777568204243813
RNU1-142P,0.1777568204243813
RLN3,0.1777568204243813
SNORA4,0.1777568204243813
RNU1-148P,0.1777568204243813
GRM7-AS1,0.1777568204243813
RNU1-149P,0.1777568204243813
SNORA41B,0.1777568204243813
LOC105371580,0.1777568204243813
RNU1-14P,0.1777568204243813
RNU1-29P,0.1777568204243813
RNU1-151P,0.1777568204243813
RNU1-154P,0.1777568204243813
SNORA6,0.1777568204243813
SNORA63B,0.1777568204243813
RNU1-15P,0.1777568204243813
IQSEC3-AS2,0.1777568204243813
RNU1-17P,0.1777568204243813
SNORA70H,0.1777568204243813
SNORA70J,0.1777568204243813
SNORA73,0.1777568204243813
RNU1-20P,0.1777568204243813
RNU1-21P,0.1777568204243813
IRS4,0.1777568204243813
SNORA75B,0.1777568204243813
LOC105371006,0.1777568204243813
SNORA56,0.1777568204243813
SNORA32,0.1777568204243813
RNU1-46P,0.1777568204243813
SNORD114-21,0.1777568204243813
SNORD115-29,0.1777568204243813
SNORD115-3,0.1777568204243813
RNU1-6P,0.1777568204243813
RNU1-76P,0.1777568204243813
RNU1-77P,0.1777568204243813
SNORD115-30,0.1777568204243813
SNORD115-32,0.1777568204243813
SNORD115-33,0.1777568204243813
RNU1-78P,0.1777568204243813
LOC102724950,0.1777568204243813
SNORD115-35,0.1777568204243813
SNORD115-37,0.1777568204243813
LOC102724929,0.1777568204243813
SNORD115-40,0.1777568204243813
RNU1-64P,0.1777568204243813
SNORD115-41,0.1777568204243813
RNU1-80P,0.1777568204243813
SNORD115-47,0.1777568204243813
SNORD115-48,0.1777568204243813
SNORD115-5,0.1777568204243813
GOT1L1,0.1777568204243813
RNU1-83P,0.1777568204243813
RNU1-84P,0.1777568204243813
RNU1-86P,0.1777568204243813
SNORD115-6,0.1777568204243813
SNORD115-7,0.1777568204243813
SNORD115-8,0.1777568204243813
RNU1-8P,0.1777568204243813
SNORD116-10,0.1777568204243813
SNORD116-17,0.1777568204243813
SNORD115-42,0.1777568204243813
RNU1-52P,0.1777568204243813
SNORD115-28,0.1777568204243813
SNORD115-26,0.1777568204243813
SNORD114-22,0.1777568204243813
SNORD114-23,0.1777568204243813
SNORD114-26,0.1777568204243813
SNORD114-27,0.1777568204243813
GPR15LG,0.1777568204243813
GPR158-AS1,0.1777568204243813
LOC105369995,0.1777568204243813
SNORD114-9,0.1777568204243813
RNU1-54P,0.1777568204243813
SNORD115-1,0.1777568204243813
RNU1-55P,0.1777568204243813
RNU1-57P,0.1777568204243813
GPR148,0.1777568204243813
SNORD115-10,0.1777568204243813
SNORD115-27,0.1777568204243813
GPR139,0.1777568204243813
SNORD115-12,0.1777568204243813
SNORD115-13,0.1777568204243813
SNORD115-14,0.1777568204243813
RNU1-5P,0.1777568204243813
SNORD115-15,0.1777568204243813
GPN2-AS1,0.1777568204243813
SNORD115-16,0.1777568204243813
SNORD115-19,0.1777568204243813
LOC105369515,0.1777568204243813
GPM6A-DT,0.1777568204243813
SNORD115-2,0.1777568204243813
RNU1-61P,0.1777568204243813
SNORD115-23,0.1777568204243813
SNORD115-24,0.1777568204243813
LOC105369736,0.1777568204243813
SNORD116-20,0.1777568204243813
SNORA31B,0.1777568204243813
SNORA25B,0.1777568204243813
RN7SKP182,0.1777568204243813
IL36A,0.1777568204243813
LOC105373845,0.1777568204243813
RN7SKP178,0.1777568204243813
RN7SKP174,0.1777568204243813
IL9,0.1777568204243813
LOC105373390,0.1777568204243813
RN7SKP168,0.1777568204243813
LOC105373343,0.1777568204243813
LOC105373277,0.1777568204243813
LRRC52,0.1777568204243813
RN7SKP165,0.1777568204243813
RN7SKP164,0.1777568204243813
RN7SKP161,0.1777568204243813
RN7SKP183,0.1777568204243813
SMIM28,0.1777568204243813
SMIM39,0.1777568204243813
RN7SKP159,0.1777568204243813
LOC105372969,0.1777568204243813
INS,0.1777568204243813
RN7SKP157,0.1777568204243813
RN7SKP156,0.1777568204243813
INS-IGF2,0.1777568204243813
RN7SKP155,0.1777568204243813
H2BC1,0.1777568204243813
RN7SKP152,0.1777568204243813
SMR3A,0.1777568204243813
SMR3B,0.1777568204243813
RN7SKP148,0.1777568204243813
RN7SKP147,0.1777568204243813
LOC105372971,0.1777568204243813
RN7SKP146,0.1777568204243813
HBB,0.1777568204243813
RN7SKP184,0.1777568204243813
HES3,0.1777568204243813
RN7SKP221,0.1777568204243813
SLIT1-AS1,0.1777568204243813
RN7SKP220,0.1777568204243813
RN7SKP218,0.1777568204243813
RN7SKP216,0.1777568204243813
HELT,0.1777568204243813
RN7SKP214,0.1777568204243813
RN7SKP212,0.1777568204243813
RN7SKP211,0.1777568204243813
RN7SKP210,0.1777568204243813
LOC105375148,0.1777568204243813
RN7SKP21,0.1777568204243813
RN7SKP209,0.1777568204243813
SIGLEC12,0.1777568204243813
LOC105375050,0.1777568204243813
RN7SKP204,0.1777568204243813
LOC105374769,0.1777568204243813
RN7SKP200,0.1777568204243813
RN7SKP199,0.1777568204243813
LOC105374645,0.1777568204243813
LOC105374629,0.1777568204243813
LOC105374461,0.1777568204243813
RN7SKP194,0.1777568204243813
RN7SKP191,0.1777568204243813
RN7SKP19,0.1777568204243813
RN7SKP189,0.1777568204243813
IL21,0.1777568204243813
HBM,0.1777568204243813
RN7SKP186,0.1777568204243813
RN7SKP207,0.1777568204243813
SNORA30B,0.1777568204243813
H2AC1,0.1777568204243813
RN7SKP144,0.1777568204243813
RN7SKP115,0.1777568204243813
SNORA108,0.1777568204243813
RN7SKP113,0.1777568204243813
LOC105372132,0.1777568204243813
RN7SKP112,0.1777568204243813
RN7SKP111,0.1777568204243813
GSX1,0.1777568204243813
SNORA11B,0.1777568204243813
SNORA11C,0.1777568204243813
IQCF5,0.1777568204243813
LOC105372068,0.1777568204243813
RN7SKP108,0.1777568204243813
SNORA1B,0.1777568204243813
SNORA20B,0.1777568204243813
RN7SKP117,0.1777568204243813
LY6L,0.1777568204243813
RNU1-130P,0.1777568204243813
RNU1-131P,0.1777568204243813
RNU1-133P,0.1777568204243813
RN7SKP104,0.1777568204243813
RN7SKP103,0.1777568204243813
LOC105372035,0.1777568204243813
LOC105371993,0.1777568204243813
IQCF5-AS1,0.1777568204243813
RNU1-136P,0.1777568204243813
RN7SKP102,0.1777568204243813
RN7SKP101,0.1777568204243813
RN7SKP100,0.1777568204243813
IQCF6,0.1777568204243813
RMRPP5,0.1777568204243813
RNU1-125P,0.1777568204243813
RN7SKP145,0.1777568204243813
RN7SKP118,0.1777568204243813
RNU1-119P,0.1777568204243813
RN7SKP143,0.1777568204243813
RN7SKP142,0.1777568204243813
RN7SKP140,0.1777568204243813
RN7SKP14,0.1777568204243813
RN7SKP139,0.1777568204243813
RN7SKP136,0.1777568204243813
RN7SKP135,0.1777568204243813
LOC105372668,0.1777568204243813
RN7SKP133,0.1777568204243813
LOC105372441,0.1777568204243813
RN7SKP132,0.1777568204243813
RNU1-100P,0.1777568204243813
RN7SKP130,0.1777568204243813
RN7SKP13,0.1777568204243813
SNORA1,0.1777568204243813
RN7SKP129,0.1777568204243813
RN7SKP126,0.1777568204243813
RNU1-101P,0.1777568204243813
RN7SKP125,0.1777568204243813
GUCA1C,0.1777568204243813
RNU1-104P,0.1777568204243813
GTSCR1,0.1777568204243813
RN7SKP121,0.1777568204243813
RNU1-108P,0.1777568204243813
RNU1-112P,0.1777568204243813
RNU1-114P,0.1777568204243813
RNU1-115P,0.1777568204243813
RN7SKP120,0.1777568204243813
RNU1-117P,0.1777568204243813
RN7SKP119,0.1777568204243813
RN7SKP127,0.1777568204243813
SNORD116-22,0.1777568204243813
SNORD116-26,0.1777568204243813
SNORD116-27,0.1777568204243813
RBMY1D,0.1777568204243813
RBMY1B,0.1777568204243813
RNU4-55P,0.1777568204243813
LOC101927948,0.1777568204243813
LOC101927908,0.1777568204243813
SP8,0.1777568204243813
SPACA1,0.1777568204243813
RNU4-56P,0.1777568204243813
SPACA5B,0.1777568204243813
RNU4-57P,0.1777568204243813
RNU4-58P,0.1777568204243813
RNU4-61P,0.1777568204243813
RNU4-64P,0.1777568204243813
SPANXN2,0.1777568204243813
RBMY1E,0.1777568204243813
RNU4-66P,0.1777568204243813
RNU4-70P,0.1777568204243813
SELE,0.1777568204243813
RBM47-AS1,0.1777568204243813
FSHB,0.1777568204243813
MGAT3-AS1,0.1777568204243813
RNU4-71P,0.1777568204243813
KCNK10-AS1,0.1777568204243813
LOC101927434,0.1777568204243813
FSCB,0.1777568204243813
KCNK16,0.1777568204243813
SPATA31A3,0.1777568204243813
RNU4-74P,0.1777568204243813
SPATA31D4,0.1777568204243813
RNU4-75P,0.1777568204243813
RNU4-6P,0.1777568204243813
RNU6-993P,0.1777568204243813
LOC101928014,0.1777568204243813
GABRA6-AS1,0.1777568204243813
LOC101928866,0.1777568204243813
RNU4-16P,0.1777568204243813
RD3L,0.1777568204243813
LOC101928819,0.1777568204243813
RNU4-20P,0.1777568204243813
LOC101928628,0.1777568204243813
SEMG2,0.1777568204243813
SEMG1,0.1777568204243813
LOC101928532,0.1777568204243813
GAST,0.1777568204243813
LOC101928517,0.1777568204243813
RNU4-28P,0.1777568204243813
LOC101928499,0.1777568204243813
SORCS3-AS1,0.1777568204243813
RBMY1F,0.1777568204243813
RNU4-37P,0.1777568204243813
